PassengerId,Survived,CabinWasMissing,LogFare,FarePerPerson,Pclass,PclassFareInteraction,IsAlone,LogAge,Parch,FamilySize,AgeWasMissing,EmbarkedWasMissing,FareWasMissing
362,0,1,3.357622,13.8604,2,55.4416,0,3.401197,0,2,0,0,0
363,0,1,2.737881,7.2271,3,43.3626,0,3.828641,1,2,0,0,0
364,0,1,2.085672,7.05,3,21.15,1,3.583519,0,1,0,0,0
365,0,1,2.80336,7.75,3,46.5,0,3.295837,0,2,1,0,0
366,0,1,2.110213,7.25,3,21.75,1,3.433987,0,1,0,0,0
367,1,0,4.199221,32.8172,1,65.6344,0,4.110874,0,2,0,0,0
368,1,1,2.107689,7.2292,3,21.6876,1,3.465736,0,1,1,0,0
369,1,1,2.169054,7.75,3,23.25,1,2.944439,0,1,1,0,0
370,1,0,4.199221,65.6344,1,65.6344,1,3.218876,0,1,0,0,0
371,1,0,4.033208,27.72085,1,55.4417,0,3.258097,0,2,0,0,0
372,0,1,2.014343,3.2479,3,19.4874,0,2.944439,0,2,0,0,0
373,0,1,2.202765,8.05,3,24.15,1,2.995732,0,1,0,0,0
374,0,1,4.199221,65.6344,1,65.6344,1,3.135494,0,1,0,0,0
375,0,1,3.094446,4.215,3,63.225,0,1.386294,1,5,0,0,0
376,1,1,4.199221,32.8172,1,65.6344,0,3.713572,0,2,1,0,0
377,1,1,2.110213,7.25,3,21.75,1,3.135494,0,1,0,0,0
378,0,0,4.199221,21.878133,1,65.6344,0,3.332205,2,3,0,0,0
379,0,1,1.611935,4.0125,3,12.0375,1,3.044522,0,1,0,0,0
380,0,1,2.171907,7.775,3,23.325,1,2.995732,0,1,0,0,0
381,1,1,4.199221,65.6344,1,65.6344,1,3.7612,0,1,0,0,0
382,1,1,2.817903,5.247233,3,47.2251,0,0.693147,2,3,0,0,0
383,0,1,2.188856,7.925,3,23.775,1,3.496508,0,1,0,0,0
384,1,1,3.970292,26,1,52,0,3.583519,0,2,0,0,0
385,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
386,0,1,4.199221,65.6344,2,131.2688,1,2.944439,0,1,0,0,0
387,0,1,3.869116,5.8625,3,140.7,0,0.693147,2,8,0,0,0
388,1,1,2.639057,13,2,26,1,3.610918,0,1,0,0,0
389,0,1,2.166674,7.7292,3,23.1876,1,3.295837,0,1,1,0,0
390,1,1,2.564949,12,2,24,1,2.890372,0,1,0,0,0
391,1,0,4.199221,16.4086,1,65.6344,0,3.610918,2,4,0,0,0
392,1,1,2.174274,7.7958,3,23.3874,1,3.091042,0,1,0,0,0
393,0,1,2.188856,2.641667,3,23.775,0,3.367296,0,3,0,0,0
394,1,0,4.199221,32.8172,1,65.6344,0,3.178054,0,2,0,0,0
395,1,0,2.873565,5.566667,3,50.1,0,3.218876,2,3,0,0,0
396,0,1,2.174274,7.7958,3,23.3874,1,3.135494,0,1,0,0,0
397,0,1,2.180892,7.8542,3,23.5626,1,3.465736,0,1,0,0,0
398,0,1,3.295837,26,2,52,1,3.850148,0,1,0,0,0
399,0,1,2.442347,10.5,2,21,1,3.178054,0,1,0,0,0
400,1,1,2.61374,12.65,2,25.3,1,3.367296,0,1,0,0,0
401,1,1,2.188856,7.925,3,23.775,1,3.688879,0,1,0,0,0
402,0,1,2.202765,8.05,3,24.15,1,3.295837,0,1,0,0,0
403,0,1,2.381858,4.9125,3,29.475,0,3.091042,0,2,0,0,0
404,0,1,2.824351,7.925,3,47.55,0,3.367296,0,2,0,0,0
405,0,1,2.268252,8.6625,3,25.9875,1,3.044522,0,1,0,0,0
406,0,1,3.091042,10.5,2,42,0,3.555348,0,2,0,0,0
407,0,1,2.169054,7.75,3,23.25,1,3.951244,0,1,0,0,0
408,1,1,2.983153,6.25,2,37.5,0,1.386294,1,3,0,0,0
409,0,1,2.171907,7.775,3,23.325,1,3.091042,0,1,0,0,0
410,0,1,3.275887,5.09334,3,76.4001,0,2.944439,1,5,1,0,0
411,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
412,0,1,2.06157,6.8583,3,20.5749,1,3.295837,0,1,1,0,0
413,1,0,4.199221,32.8172,1,65.6344,0,3.526361,0,2,0,0,0
414,0,1,0,0,2,0,1,3.465736,0,1,1,0,0
415,1,1,2.188856,7.925,3,23.775,1,3.806662,0,1,0,0,0
416,0,1,2.202765,8.05,3,24.15,1,3.465736,0,1,1,0,0
417,1,1,3.511545,10.833333,2,65,0,3.555348,1,3,0,0,0
418,1,1,2.639057,4.333333,2,26,0,2.944439,2,3,0,0,0
419,0,1,2.639057,13,2,26,1,3.433987,0,1,0,0,0
420,0,1,3.224858,8.05,3,72.45,0,2.397895,2,3,0,0,0
421,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
422,0,1,2.167143,7.7333,3,23.1999,1,3.091042,0,1,0,0,0
423,0,1,2.183238,7.875,3,23.625,1,3.401197,0,1,0,0,0
424,0,1,2.734368,4.8,3,43.2,0,3.367296,1,3,0,0,0
425,0,1,3.054591,6.7375,3,60.6375,0,2.944439,1,3,0,0,0
426,0,1,2.110213,7.25,3,21.75,1,3.295837,0,1,1,0,0
427,1,1,3.295837,13,2,52,0,3.367296,0,2,0,0,0
428,1,1,3.295837,26,2,52,1,2.995732,0,1,0,0,0
429,0,1,2.169054,7.75,3,23.25,1,3.295837,0,1,1,0,0
430,1,0,2.202765,8.05,3,24.15,1,3.496508,0,1,0,0,0
431,1,0,3.316003,26.55,1,26.55,1,3.367296,0,1,0,0,0
432,1,1,2.839078,8.05,3,48.3,0,3.465736,0,2,1,0,0
433,1,1,3.295837,13,2,52,0,3.7612,0,2,0,0,0
434,0,1,2.094946,7.125,3,21.375,1,2.890372,0,1,0,0,0
435,0,0,4.041295,27.95,1,55.9,0,3.931826,0,2,0,0,0
436,1,0,4.199221,16.4086,1,65.6344,0,2.70805,2,4,0,0,0
437,0,1,3.566005,6.875,3,103.125,0,3.091042,2,5,0,0,0
438,1,1,2.983153,3.125,2,37.5,0,3.218876,3,6,0,0,0
439,0,0,4.199221,10.939067,1,65.6344,0,4.117003,4,6,0,0,0
440,0,1,2.442347,10.5,2,21,1,3.465736,0,1,0,0,0
441,1,1,3.305054,8.75,2,52.5,0,3.828641,1,3,0,0,0
442,0,1,2.351375,9.5,3,28.5,1,3.044522,0,1,0,0,0
443,0,1,2.171907,3.8875,3,23.325,0,3.258097,0,2,0,0,0
444,1,1,2.639057,13,2,26,1,3.367296,0,1,0,0,0
445,1,1,2.209647,8.1125,3,24.3375,1,3.295837,0,1,1,0,0
446,1,0,4.199221,21.878133,1,65.6344,0,1.609438,2,3,0,0,0
447,1,1,3.020425,9.75,2,39,0,2.639057,1,2,0,0,0
448,1,1,3.316003,26.55,1,26.55,1,3.555348,0,1,0,0,0
449,1,1,3.008565,4.814575,3,57.7749,0,1.791759,1,4,0,0,0
450,1,0,3.449988,30.5,1,30.5,1,3.970292,0,1,0,0,0
451,0,1,3.358638,6.9375,2,55.5,0,3.610918,2,4,0,0,0
452,0,1,3.042935,9.98335,3,59.9001,0,3.295837,0,2,1,0,0
453,0,0,3.358638,27.75,1,27.75,1,3.433987,0,1,0,0,0
454,1,0,4.199221,32.8172,1,65.6344,0,3.912023,0,2,0,0,0
455,0,1,2.202765,8.05,3,24.15,1,3.295837,0,1,1,0,0
456,1,1,2.185579,7.8958,3,23.6874,1,3.401197,0,1,0,0,0
457,0,0,3.316003,26.55,1,26.55,1,4.117003,0,1,0,0,0
458,1,0,3.967694,25.93125,1,51.8625,0,3.713572,0,2,1,0,0
459,1,1,2.442347,10.5,2,21,1,3.931826,0,1,0,0,0
460,0,1,2.169054,7.75,3,23.25,1,3.295837,0,1,1,0,0
461,1,0,3.316003,26.55,1,26.55,1,3.89182,0,1,0,0,0
462,0,1,2.202765,8.05,3,24.15,1,3.555348,0,1,0,0,0
463,0,0,3.676301,38.5,1,38.5,1,3.871201,0,1,0,0,0
464,0,1,2.639057,13,2,26,1,3.89182,0,1,0,0,0
465,0,1,2.202765,8.05,3,24.15,1,3.295837,0,1,1,0,0
466,0,1,2.085672,7.05,3,21.15,1,3.663562,0,1,0,0,0
467,0,1,0,0,2,0,1,3.465736,0,1,1,0,0
468,0,1,3.316003,26.55,1,26.55,1,4.043051,0,1,0,0,0
469,0,1,2.166192,7.725,3,23.175,1,3.295837,0,1,1,0,0
470,1,1,3.008565,4.814575,3,57.7749,0,0.559616,1,4,0,0,0
471,0,1,2.110213,7.25,3,21.75,1,3.295837,0,1,1,0,0
472,0,1,2.268252,8.6625,3,25.9875,1,3.663562,0,1,0,0,0
473,1,1,3.358638,6.9375,2,55.5,0,3.526361,2,4,0,0,0
474,1,0,2.694066,13.7917,2,27.5834,1,3.178054,0,1,0,0,0
475,0,1,2.383012,9.8375,3,29.5125,1,3.135494,0,1,0,0,0
476,0,0,3.970292,52,1,52,1,3.713572,0,1,1,0,0
477,0,1,3.091042,10.5,2,42,0,3.555348,0,2,0,0,0
478,0,1,2.08515,3.5229,3,21.1374,0,3.401197,0,2,0,0,0
479,0,1,2.14251,7.5208,3,22.5624,1,3.135494,0,1,0,0,0
480,1,1,2.586824,6.14375,3,36.8625,0,1.098612,1,2,0,0,0
481,0,1,3.869116,5.8625,3,140.7,0,2.302585,2,8,0,0,0
482,0,1,0,0,2,0,1,3.465736,0,1,1,0,0
483,0,1,2.202765,8.05,3,24.15,1,3.931826,0,1,0,0,0
484,1,1,2.359674,9.5875,3,28.7625,1,4.117003,0,1,0,0,0
485,1,0,4.199221,32.8172,1,65.6344,0,3.258097,0,2,0,0,0
486,0,1,3.275887,5.09334,3,76.4001,0,2.944439,1,5,1,0,0
487,1,0,4.199221,32.8172,1,65.6344,0,3.583519,0,2,0,0,0
488,0,0,3.424263,29.7,1,29.7,1,4.077537,0,1,0,0,0
489,0,1,2.202765,8.05,3,24.15,1,3.433987,0,1,0,0,0
490,1,1,2.827314,5.3,3,47.7,0,2.302585,1,3,0,0,0
491,0,1,3.042935,9.98335,3,59.9001,0,3.295837,0,2,1,0,0
492,0,1,2.110213,7.25,3,21.75,1,3.091042,0,1,0,0,0
493,0,0,3.449988,30.5,1,30.5,1,4.025352,0,1,0,0,0
494,0,1,3.922057,49.5042,1,49.5042,1,4.117003,0,1,0,0,0
495,0,1,2.202765,8.05,3,24.15,1,3.091042,0,1,0,0,0
496,0,1,2.738146,14.4583,3,43.3749,1,3.295837,0,1,1,0,0
497,1,0,4.199221,32.8172,1,65.6344,0,4.007333,0,2,0,0,0
498,0,1,2.778819,15.1,3,45.3,1,3.295837,0,1,1,0,0
499,0,0,4.199221,16.4086,1,65.6344,0,3.258097,2,4,0,0,0
500,0,1,2.174274,7.7958,3,23.3874,1,3.218876,0,1,0,0,0
501,0,1,2.268252,8.6625,3,25.9875,1,2.890372,0,1,0,0,0
502,0,1,2.169054,7.75,3,23.25,1,3.091042,0,1,0,0,0
503,0,1,2.155152,7.6292,3,22.8876,1,2.944439,0,1,1,0,0
504,0,1,2.359674,9.5875,3,28.7625,1,3.637586,0,1,0,0,0
505,1,0,4.199221,65.6344,1,65.6344,1,2.833213,0,1,0,0,0
506,0,0,4.199221,32.8172,1,65.6344,0,2.944439,0,2,0,0,0
507,1,1,3.295837,8.666667,2,52,0,3.526361,2,3,0,0,0
508,1,1,3.316003,26.55,1,26.55,1,3.713572,0,1,1,0,0
509,0,1,3.158064,22.525,3,67.575,1,3.367296,0,1,0,0,0
510,1,1,4.051712,56.4958,3,169.4874,1,3.295837,0,1,0,0,0
511,1,1,2.169054,7.75,3,23.25,1,3.401197,0,1,0,0,0
512,0,1,2.202765,8.05,3,24.15,1,3.295837,0,1,1,0,0
513,1,0,3.306429,26.2875,1,26.2875,1,3.610918,0,1,0,0,0
514,1,1,4.100989,29.7,1,59.4,0,4.007333,0,2,0,0,0
515,0,1,2.139572,7.4958,3,22.4874,1,3.218876,0,1,0,0,0
516,0,0,3.555942,34.0208,1,34.0208,1,3.871201,0,1,0,0,0
517,1,0,2.442347,10.5,2,21,1,3.555348,0,1,0,0,0
518,0,1,3.224858,24.15,3,72.45,1,3.295837,0,1,1,0,0
519,1,1,3.295837,13,2,52,0,3.610918,0,2,0,0,0
520,0,1,2.185579,7.8958,3,23.6874,1,3.496508,0,1,0,0,0
521,1,0,4.199221,65.6344,1,65.6344,1,3.433987,0,1,0,0,0
522,0,1,2.185579,7.8958,3,23.6874,1,3.135494,0,1,0,0,0
523,0,1,2.107178,7.225,3,21.675,1,3.295837,0,1,1,0,0
524,1,0,4.077185,28.9896,1,57.9792,0,3.806662,1,2,0,0,0
525,0,1,2.107689,7.2292,3,21.6876,1,3.295837,0,1,1,0,0
526,0,1,2.169054,7.75,3,23.25,1,3.725693,0,1,0,0,0
527,1,1,2.442347,10.5,2,21,1,3.931826,0,1,0,0,0
528,0,0,4.199221,65.6344,1,65.6344,1,3.713572,0,1,1,0,0
529,0,1,2.188856,7.925,3,23.775,1,3.688879,0,1,0,0,0
530,0,1,2.525729,2.875,2,23,0,3.178054,1,4,0,0,0
531,1,1,3.295837,8.666667,2,52,0,1.098612,1,3,0,0,0
532,0,1,2.107689,7.2292,3,21.6876,1,3.295837,0,1,1,0,0
533,0,1,2.107689,2.409733,3,21.6876,0,2.890372,1,3,0,0,0
534,1,1,3.150952,7.452767,3,67.0749,0,3.465736,2,3,1,0,0
535,0,1,2.268252,8.6625,3,25.9875,1,3.433987,0,1,0,0,0
536,1,1,3.305054,8.75,2,52.5,0,2.079442,2,3,0,0,0
537,0,0,3.316003,26.55,1,26.55,1,3.828641,0,1,0,0,0
538,1,1,4.199221,65.6344,1,65.6344,1,3.433987,0,1,0,0,0
539,0,1,2.74084,14.5,3,43.5,1,3.295837,0,1,1,0,0
540,1,0,3.921973,16.5,1,49.5,0,3.135494,2,3,0,0,0
541,1,0,4.199221,21.878133,1,65.6344,0,3.610918,2,3,0,0,0
542,0,1,3.474293,4.467857,3,93.825,0,2.302585,2,7,0,0,0
543,0,1,3.474293,4.467857,3,93.825,0,2.484907,2,7,0,0,0
544,1,1,3.295837,13,2,52,0,3.496508,0,2,0,0,0
545,0,0,4.199221,32.8172,1,65.6344,0,3.931826,0,2,0,0,0
546,0,1,3.295837,26,1,26,1,4.117003,0,1,0,0,0
547,1,1,3.295837,13,2,52,0,2.995732,0,2,0,0,0
548,1,1,2.698841,13.8625,2,27.725,1,3.465736,0,1,1,0,0
549,0,1,3.069215,6.841667,3,61.575,0,3.526361,1,3,0,0,0
550,1,1,3.630985,12.25,2,73.5,0,2.197225,1,3,0,0,0
551,1,0,4.199221,21.878133,1,65.6344,0,2.890372,2,3,0,0,0
552,0,1,3.295837,26,2,52,1,3.332205,0,1,0,0,0
553,0,1,2.178064,7.8292,3,23.4876,1,3.295837,0,1,1,0,0
554,1,1,2.107178,7.225,3,21.675,1,3.135494,0,1,0,0,0
555,1,1,2.171907,7.775,3,23.325,1,3.135494,0,1,0,0,0
556,0,1,3.316003,26.55,1,26.55,1,4.117003,0,1,0,0,0
557,1,0,3.703768,19.8,1,39.6,0,3.89182,0,2,0,0,0
558,0,1,4.199221,65.6344,1,65.6344,1,3.713572,0,1,1,0,0
559,1,0,4.199221,21.878133,1,65.6344,0,3.688879,1,3,0,0,0
560,1,1,2.912351,8.7,3,52.2,0,3.610918,0,2,0,0,0
561,0,1,2.169054,7.75,3,23.25,1,3.295837,0,1,1,0,0
562,0,1,2.185579,7.8958,3,23.6874,1,3.713572,0,1,0,0,0
563,0,1,2.674149,13.5,2,27,1,3.367296,0,1,0,0,0
564,0,1,2.202765,8.05,3,24.15,1,3.295837,0,1,1,0,0
565,0,1,2.202765,8.05,3,24.15,1,2.944439,0,1,1,0,0
566,0,1,3.224858,8.05,3,72.45,0,3.218876,0,3,0,0,0
567,0,1,2.185579,7.8958,3,23.6874,1,2.995732,0,1,0,0,0
568,0,1,3.094446,4.215,3,63.225,0,3.401197,4,5,0,0,0
569,0,1,2.107689,7.2292,3,21.6876,1,3.295837,0,1,1,0,0
570,1,1,2.180892,7.8542,3,23.5626,1,3.496508,0,1,0,0,0
571,1,1,2.442347,10.5,2,21,1,4.117003,0,1,0,0,0
572,1,0,3.960417,17.159733,1,51.4792,0,3.988984,0,3,0,0,0
573,1,0,3.310087,26.3875,1,26.3875,1,3.610918,0,1,0,0,0
574,1,1,2.169054,7.75,3,23.25,1,2.944439,0,1,1,0,0
575,0,1,2.202765,8.05,3,24.15,1,2.833213,0,1,0,0,0
576,0,1,2.74084,14.5,3,43.5,1,2.995732,0,1,0,0,0
577,1,1,2.639057,13,2,26,1,3.555348,0,1,0,0,0
578,1,0,4.041295,27.95,1,55.9,0,3.688879,0,2,0,0,0
579,0,1,2.738146,7.22915,3,43.3749,0,3.465736,0,2,1,0,0
580,1,1,2.188856,7.925,3,23.775,1,3.496508,0,1,0,0,0
581,1,1,3.433987,10,2,60,0,3.258097,1,3,0,0,0
582,1,0,4.199221,21.878133,1,65.6344,0,3.688879,1,3,0,0,0
583,0,1,3.295837,26,2,52,1,4.007333,0,1,0,0,0
584,0,0,3.716616,40.125,1,40.125,1,3.610918,0,1,0,0,0
585,0,1,2.273414,8.7125,3,26.1375,1,3.295837,0,1,1,0,0
586,1,0,4.199221,21.878133,1,65.6344,0,2.944439,2,3,0,0,0
587,0,1,2.772589,15,2,30,1,3.871201,0,1,0,0,0
588,1,0,4.199221,21.878133,1,65.6344,0,4.110874,1,3,0,0,0
589,0,1,2.202765,8.05,3,24.15,1,3.135494,0,1,0,0,0
590,0,1,2.202765,8.05,3,24.15,1,3.295837,0,1,1,0,0
591,0,1,2.094946,7.125,3,21.375,1,3.583519,0,1,0,0,0
592,1,0,4.199221,32.8172,1,65.6344,0,3.970292,0,2,0,0,0
593,0,1,2.110213,7.25,3,21.75,1,3.871201,0,1,0,0,0
594,0,1,2.169054,2.583333,3,23.25,0,2.944439,2,3,1,0,0
595,0,1,3.295837,13,2,52,0,3.637586,0,2,0,0,0
596,0,1,3.224858,8.05,3,72.45,0,3.610918,1,3,0,0,0
597,1,1,3.526361,33,2,66,1,3.218876,0,1,1,0,0
598,0,1,0,0,3,0,1,3.912023,0,1,0,0,0
599,0,1,2.107178,7.225,3,21.675,1,3.295837,0,1,1,0,0
600,1,0,4.059222,28.4646,1,56.9292,0,3.912023,0,2,0,0,0
601,1,1,3.332205,6.75,2,54,0,3.218876,1,4,0,0,0
602,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
603,0,1,3.770459,42.4,1,42.4,1,3.713572,0,1,1,0,0
604,0,1,2.202765,8.05,3,24.15,1,3.806662,0,1,0,0,0
605,1,1,3.316003,26.55,1,26.55,1,3.583519,0,1,0,0,0
606,0,1,2.806386,7.775,3,46.65,0,3.610918,0,2,0,0,0
607,0,1,2.185579,7.8958,3,23.6874,1,3.433987,0,1,0,0,0
608,1,1,3.449988,30.5,1,30.5,1,3.332205,0,1,0,0,0
609,1,1,3.751366,10.3948,2,83.1584,0,3.135494,2,4,0,0,0
610,1,0,4.199221,65.6344,1,65.6344,1,3.713572,0,1,0,0,0
611,0,1,3.474293,4.467857,3,93.825,0,3.688879,5,7,0,0,0
612,0,1,2.085672,7.05,3,21.15,1,3.295837,0,1,1,0,0
613,1,1,2.80336,7.75,3,46.5,0,2.944439,0,2,1,0,0
614,0,1,2.169054,7.75,3,23.25,1,3.295837,0,1,1,0,0
615,0,1,2.202765,8.05,3,24.15,1,3.583519,0,1,0,0,0
616,1,1,4.189655,16.25,2,130,0,3.218876,2,4,0,0,0
617,0,1,2.734368,4.8,3,43.2,0,3.555348,1,3,0,0,0
618,0,1,2.839078,8.05,3,48.3,0,3.295837,0,2,0,0,0
619,1,0,3.688879,9.75,2,78,0,1.609438,1,4,0,0,0
620,0,1,2.442347,10.5,2,21,1,3.295837,0,1,0,0,0
621,0,1,2.737881,7.2271,3,43.3626,0,3.332205,0,2,0,0,0
622,1,0,3.980694,26.2771,1,52.5542,0,3.7612,0,2,0,0,0
623,1,1,2.817903,5.247233,3,47.2251,0,3.044522,1,3,0,0,0
624,0,1,2.180892,7.8542,3,23.5626,1,3.091042,0,1,0,0,0
625,0,1,2.839078,16.1,3,48.3,1,3.091042,0,1,0,0,0
626,0,0,3.506182,32.3208,1,32.3208,1,4.117003,0,1,0,0,0
627,0,1,2.591516,12.35,2,24.7,1,4.060443,0,1,0,0,0
628,1,0,4.199221,65.6344,1,65.6344,1,3.091042,0,1,0,0,0
629,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,0,0,0
630,0,1,2.167143,7.7333,3,23.1999,1,3.295837,0,1,1,0,0
631,1,0,3.433987,30,1,30,1,4.117003,0,1,0,0,0
632,0,1,2.086194,7.0542,3,21.1626,1,3.951244,0,1,0,0,0
633,1,0,3.449988,30.5,1,30.5,1,3.496508,0,1,0,0,0
634,0,1,0,0,1,0,1,3.713572,0,1,1,0,0
635,0,1,3.363842,4.65,3,83.7,0,2.302585,2,6,0,0,0
636,1,1,2.639057,13,2,26,1,3.367296,0,1,0,0,0
637,0,1,2.188856,7.925,3,23.775,1,3.496508,0,1,0,0,0
638,0,1,3.305054,8.75,2,52.5,0,3.465736,1,3,0,0,0
639,0,1,3.705921,6.614583,3,119.0625,0,3.73767,5,6,0,0,0
640,0,1,2.839078,8.05,3,48.3,0,3.295837,0,2,1,0,0
641,0,1,2.180892,7.8542,3,23.5626,1,3.044522,0,1,0,0,0
642,1,0,4.199221,65.6344,1,65.6344,1,3.218876,0,1,0,0,0
643,0,1,3.363842,4.65,3,83.7,0,1.098612,2,6,0,0,0
644,1,1,4.051712,56.4958,3,169.4874,1,3.295837,0,1,1,0,0
645,1,1,3.008565,4.814575,3,57.7749,0,0.559616,1,4,0,0,0
646,1,0,4.199221,32.8172,1,65.6344,0,3.89182,0,2,0,0,0
647,0,1,2.185579,7.8958,3,23.6874,1,2.995732,0,1,0,0,0
648,1,0,3.597312,35.5,1,35.5,1,4.043051,0,1,0,0,0
649,0,1,2.145931,7.55,3,22.65,1,3.295837,0,1,1,0,0
650,1,1,2.145931,7.55,3,22.65,1,3.178054,0,1,0,0,0
651,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
652,1,1,3.178054,11.5,2,46,0,2.944439,1,2,0,0,0
653,0,1,2.244246,8.4333,3,25.2999,1,3.091042,0,1,0,0,0
654,1,1,2.178064,7.8292,3,23.4876,1,2.944439,0,1,1,0,0
655,0,1,2.047693,6.75,3,20.25,1,2.944439,0,1,0,0,0
656,0,1,4.199221,21.878133,2,131.2688,0,3.218876,0,3,0,0,0
657,0,1,2.185579,7.8958,3,23.6874,1,3.295837,0,1,1,0,0
658,0,1,2.80336,5.166667,3,46.5,0,3.496508,1,3,0,0,0
659,0,1,2.639057,13,2,26,1,3.178054,0,1,0,0,0
660,0,0,4.199221,21.878133,1,65.6344,0,4.077537,2,3,0,0,0
661,1,1,4.199221,21.878133,1,65.6344,0,3.931826,0,3,0,0,0
662,0,1,2.107178,7.225,3,21.675,1,3.713572,0,1,0,0,0
663,0,0,3.280441,25.5875,1,25.5875,1,3.871201,0,1,0,0,0
664,0,1,2.139572,7.4958,3,22.4874,1,3.610918,0,1,0,0,0
665,1,1,2.188856,3.9625,3,23.775,0,3.044522,0,2,0,0,0
666,0,1,4.199221,21.878133,2,131.2688,0,3.496508,0,3,0,0,0
667,0,1,2.639057,13,2,26,1,3.258097,0,1,0,0,0
668,0,1,2.171907,7.775,3,23.325,1,3.295837,0,1,1,0,0
669,0,1,2.202765,8.05,3,24.15,1,3.78419,0,1,0,0,0
670,1,0,3.970292,26,1,52,0,3.713572,0,2,1,0,0
671,1,1,3.688879,13,2,78,0,3.713572,1,3,0,0,0
672,0,0,3.970292,26,1,52,0,3.465736,0,2,0,0,0
673,0,1,2.442347,10.5,2,21,1,4.117003,0,1,0,0,0
674,1,1,2.639057,13,2,26,1,3.465736,0,1,0,0,0
675,0,1,0,0,2,0,1,3.465736,0,1,1,0,0
676,0,1,2.171907,7.775,3,23.325,1,2.944439,0,1,0,0,0
677,0,1,2.202765,8.05,3,24.15,1,3.238678,0,1,0,0,0
678,1,1,2.3834,9.8417,3,29.5251,1,2.944439,0,1,0,0,0
679,0,1,3.869116,5.8625,3,140.7,0,3.78419,6,8,0,0,0
680,1,0,4.199221,32.8172,1,65.6344,0,3.610918,1,2,0,0,0
681,0,1,2.212387,8.1375,3,24.4125,1,2.944439,0,1,1,0,0
682,1,0,4.199221,65.6344,1,65.6344,1,3.332205,0,1,0,0,0
683,0,1,2.324836,9.225,3,27.675,1,3.044522,0,1,0,0,0
684,0,1,3.869116,5.8625,3,140.7,0,2.70805,2,8,0,0,0
685,0,1,3.688879,13,2,78,0,4.110874,1,3,0,0,0
686,0,1,3.751366,10.3948,2,83.1584,0,3.258097,2,4,0,0,0
687,0,1,3.705921,6.614583,3,119.0625,0,2.70805,1,6,0,0,0
688,0,1,2.413303,10.1708,3,30.5124,1,2.995732,0,1,0,0,0
689,0,1,2.174274,7.7958,3,23.3874,1,2.944439,0,1,0,0,0
690,1,0,4.199221,32.8172,1,65.6344,0,2.772589,1,2,0,0,0
691,1,0,4.060443,28.5,1,57,0,3.465736,0,2,0,0,0
692,1,1,2.668387,6.70835,3,40.2501,0,1.609438,1,2,0,0,0
693,1,1,4.051712,56.4958,3,169.4874,1,3.295837,0,1,1,0,0
694,0,1,2.107178,7.225,3,21.675,1,3.258097,0,1,0,0,0
695,0,1,3.316003,26.55,1,26.55,1,4.110874,0,1,0,0,0
696,0,1,2.674149,13.5,2,27,1,3.970292,0,1,0,0,0
697,0,1,2.202765,8.05,3,24.15,1,3.806662,0,1,0,0,0
698,1,1,2.167143,7.7333,3,23.1999,1,2.944439,0,1,1,0,0
699,0,0,4.199221,21.878133,1,65.6344,0,3.912023,1,3,0,0,0
700,0,0,2.157559,7.65,3,22.95,1,3.7612,0,1,0,0,0
701,1,0,4.199221,32.8172,1,65.6344,0,2.944439,0,2,0,0,0
702,1,0,3.306429,26.2875,1,26.2875,1,3.583519,0,1,0,0,0
703,0,1,2.737881,7.2271,3,43.3626,0,2.944439,1,2,0,0,0
704,0,1,2.168105,7.7417,3,23.2251,1,3.258097,0,1,0,0,0
705,0,1,2.180892,3.9271,3,23.5626,0,3.295837,0,2,0,0,0
706,0,1,3.295837,26,2,52,1,3.688879,0,1,0,0,0
707,1,1,2.674149,13.5,2,27,1,3.828641,0,1,0,0,0
708,1,0,3.306429,26.2875,1,26.2875,1,3.7612,0,1,0,0,0
709,1,1,4.199221,65.6344,1,65.6344,1,3.135494,0,1,0,0,0
710,1,1,2.787834,5.081933,3,45.7374,0,1.609438,1,3,1,0,0
711,1,0,3.922057,49.5042,1,49.5042,1,3.218876,0,1,0,0,0
712,0,0,3.316003,26.55,1,26.55,1,3.713572,0,1,1,0,0
713,1,0,3.970292,26,1,52,0,3.89182,0,2,0,0,0
714,0,1,2.349784,9.4833,3,28.4499,1,3.401197,0,1,0,0,0
715,0,1,2.639057,13,2,26,1,3.970292,0,1,0,0,0
716,0,0,2.157559,7.65,3,22.95,1,2.995732,0,1,0,0,0
717,1,0,4.199221,65.6344,1,65.6344,1,3.663562,0,1,0,0,0
718,1,0,2.442347,10.5,2,21,1,3.332205,0,1,0,0,0
719,0,1,2.80336,15.5,3,46.5,1,3.295837,0,1,1,0,0
720,0,1,2.171907,7.775,3,23.325,1,3.526361,0,1,0,0,0
721,1,1,3.526361,16.5,2,66,0,1.94591,1,2,0,0,0
722,0,1,2.086194,3.5271,3,21.1626,0,2.890372,0,2,0,0,0
723,0,1,2.639057,13,2,26,1,3.555348,0,1,0,0,0
724,0,1,2.639057,13,2,26,1,3.931826,0,1,0,0,0
